loan_id,orig_upb,credit_score,ltv,dti,state,loan_purpose,property_type,vintage
139452770,220000.0,751.0,80,21,IN,P,SF,122024
139452771,290000.0,783.0,72,43,NY,P,CP,112024
139452772,186000.0,774.0,80,27,OH,P,SF,122024
139452773,293000.0,783.0,93,39,VA,P,SF,122024
139452774,110000.0,745.0,69,38,IN,C,SF,112024
139452775,572000.0,801.0,80,19,NH,P,CO,12025
139452776,108000.0,749.0,75,44,OH,P,SF,12025
139452777,93000.0,797.0,47,43,MO,C,SF,122024
139452778,261000.0,768.0,95,30,TN,P,SF,122024
139452779,165000.0,807.0,53,11,IL,P,SF,12025
139452780,366000.0,742.0,90,34,ME,R,SF,122024
139452781,392000.0,769.0,80,18,TX,P,SF,112024
139452782,306000.0,791.0,70,25,WI,P,SF,122024
139452783,259000.0,759.0,90,39,UT,P,SF,122024
139452784,360000.0,769.0,90,36,IL,P,SF,12025
139452785,133000.0,694.0,95,44,OH,P,SF,102024
139452786,110000.0,796.0,50,25,NE,P,SF,122024
139452787,262000.0,794.0,77,32,VA,P,PU,12025
139452788,158000.0,806.0,21,32,WA,C,MH,122024
139452789,107000.0,655.0,54,45,VA,C,PU,122024
139452790,154000.0,785.0,70,35,OK,C,SF,122024
139452791,260000.0,749.0,95,48,TX,P,PU,102024
139452792,568000.0,777.0,80,35,GA,P,SF,12025
139452793,284000.0,782.0,57,50,CA,P,SF,122024
139452794,689000.0,751.0,95,32,MA,P,SF,12025
139452795,318000.0,796.0,70,26,NJ,R,SF,112024
139452796,795000.0,809.0,78,44,WI,P,PU,102024
139452797,546000.0,816.0,95,35,OH,P,SF,122024
139452798,255000.0,737.0,95,29,LA,P,PU,12025
139452799,276000.0,680.0,80,46,FL,P,CO,122024
139452800,223000.0,802.0,97,38,NY,P,SF,112024
139452801,550000.0,777.0,65,50,AR,P,PU,122024
139452802,525000.0,774.0,46,42,NY,P,SF,122024
139452803,148000.0,750.0,80,23,NY,P,SF,122024
139452804,372000.0,728.0,83,31,ME,P,SF,112024
139452805,211000.0,768.0,28,45,OR,C,SF,102024
139452806,280000.0,794.0,80,33,NJ,P,SF,122024
139452807,345000.0,791.0,75,45,WA,P,SF,122024
139452808,353000.0,703.0,85,19,CA,P,SF,122024
139452809,131000.0,688.0,40,42,AL,P,PU,122024
139452810,229000.0,769.0,80,20,AL,P,PU,122024
139452811,529000.0,779.0,90,49,IL,P,CO,122024
139452812,62000.0,755.0,64,35,MS,R,SF,122024
139452813,683000.0,815.0,70,33,CO,P,PU,122024
139452814,531000.0,792.0,90,50,MI,P,SF,122024
139452815,65000.0,761.0,75,23,IL,P,SF,12025
139452816,732000.0,768.0,95,50,NJ,P,SF,92024
139452817,488000.0,794.0,70,36,HI,R,CO,12025
139452818,335000.0,753.0,97,43,MD,P,CO,12025
139452819,167000.0,794.0,70,38,FL,P,SF,122024
139452820,243000.0,772.0,97,38,NE,P,SF,122024
139452821,140000.0,778.0,27,38,FL,P,SF,12025
139452822,536000.0,817.0,64,26,OR,R,SF,122024
139452823,192000.0,796.0,30,37,GA,C,SF,122024
139452824,804000.0,761.0,70,38,WA,P,SF,102024
139452825,313000.0,762.0,86,40,IL,R,SF,112024
139452826,675000.0,751.0,94,42,UT,P,SF,122024
139452827,765000.0,723.0,95,43,CA,P,SF,72024
139452828,287000.0,796.0,80,17,TX,P,SF,122024
139452829,209000.0,810.0,70,43,FL,P,PU,112024
139452830,165000.0,815.0,50,42,UT,P,PU,122024
139452831,384000.0,800.0,80,24,TX,P,SF,122024
139452832,615000.0,787.0,65,49,TN,P,SF,122024
139452833,110000.0,774.0,57,42,KY,C,SF,112024
139452834,237000.0,737.0,95,30,OK,P,SF,122024
139452835,340000.0,788.0,65,44,WI,R,SF,12025
139452836,274000.0,812.0,61,12,IN,R,PU,122024
139452837,270000.0,815.0,55,48,FL,P,PU,122024
139452838,480000.0,760.0,70,39,CA,P,PU,122024
139452839,180000.0,755.0,97,39,TX,P,SF,122024
139452840,284000.0,813.0,75,39,GA,P,PU,122024
139452841,200000.0,682.0,66,41,TX,C,SF,102024
139452842,50000.0,683.0,17,40,KY,C,PU,122024
139452843,153000.0,754.0,97,39,OH,P,SF,112024
139452844,149000.0,786.0,63,27,SC,P,SF,122024
139452845,427000.0,733.0,86,45,UT,P,SF,122024
139452846,500000.0,797.0,27,28,VA,R,SF,92023
139452847,438000.0,783.0,80,48,IL,P,SF,112024
139452848,190000.0,724.0,95,36,NJ,P,SF,122024
139452849,100000.0,637.0,49,25,LA,C,SF,122024
139452850,259000.0,717.0,97,37,FL,P,SF,122024
139452851,648000.0,727.0,63,41,CA,R,CO,102024
139452852,1165000.0,787.0,94,48,CA,P,SF,122024
139452853,180000.0,773.0,80,41,OH,P,SF,112024
139452854,800000.0,797.0,76,42,MA,P,SF,122024
139452855,84000.0,812.0,25,34,MD,P,CO,12025
139452856,255000.0,701.0,75,31,NV,C,SF,122024
139452857,428000.0,806.0,95,49,PA,P,SF,122024
139452858,321000.0,781.0,73,45,MD,R,SF,122024
139452859,211000.0,786.0,41,37,GA,C,PU,112024
139452860,514000.0,768.0,97,46,GA,P,PU,122024
139452861,400000.0,797.0,29,47,AL,P,PU,122024
139452862,704000.0,721.0,90,44,WA,P,PU,122024
139452863,250000.0,636.0,26,47,CA,C,SF,122024
139452864,168000.0,759.0,79,45,IL,C,PU,112024
139452865,291000.0,804.0,41,35,CA,R,PU,102024
139452866,203000.0,713.0,48,43,MS,P,PU,122024
139452867,250000.0,812.0,50,28,TN,P,SF,122024
139452868,349000.0,797.0,97,38,CA,P,SF,122024
139452869,184000.0,776.0,80,34,GA,P,SF,122024
139452870,264000.0,801.0,65,29,UT,C,SF,122024
139452871,89000.0,661.0,85,47,IL,R,SF,122024
139452872,275000.0,797.0,49,44,MA,P,CO,112024
139452873,350000.0,703.0,45,47,CA,C,SF,12025
139452874,232000.0,792.0,97,42,IA,P,SF,12025
139452875,217000.0,800.0,65,40,FL,C,PU,122024
139452876,354000.0,797.0,42,15,AZ,R,SF,122024
139452877,80000.0,699.0,60,37,LA,P,SF,122024
139452878,56000.0,771.0,80,46,OH,P,SF,92024
139452879,145000.0,742.0,50,20,IL,C,SF,112024
139452880,180000.0,799.0,71,28,NM,P,SF,112024
139452881,82000.0,640.0,19,43,MA,C,CO,122024
139452882,155000.0,648.0,78,43,ID,R,SF,122024
139452883,791000.0,801.0,80,31,AZ,P,PU,122024
139452884,199000.0,731.0,95,33,IL,P,SF,122024
139452885,373000.0,797.0,70,50,CA,P,SF,122024
139452886,58000.0,822.0,80,14,OH,P,SF,112024
139452887,210000.0,780.0,97,48,NV,P,CO,12025
139452888,537000.0,806.0,88,39,FL,P,PU,122024
139452889,475000.0,794.0,95,27,NC,P,PU,122024
139452890,242000.0,809.0,95,26,PA,P,SF,122024
139452891,435000.0,669.0,69,45,WI,P,SF,122024
139452892,516000.0,694.0,80,43,AZ,P,SF,122024
139452893,467000.0,784.0,62,39,ID,P,PU,122024
139452894,394000.0,798.0,80,17,NC,P,PU,122024
139452895,168000.0,776.0,97,20,MI,P,SF,12025
139452896,291000.0,725.0,97,45,RI,P,SF,12025
139452897,320000.0,766.0,80,50,VA,P,PU,122024
139452898,374000.0,793.0,80,46,FL,P,PU,122024
139452899,354000.0,789.0,80,46,AZ,P,PU,122024
139452900,767000.0,787.0,69,18,CA,C,SF,12025
139452901,275000.0,819.0,50,38,TX,P,PU,122024
139452902,183000.0,734.0,95,41,FL,P,CO,122024
139452903,75000.0,694.0,31,44,NC,C,MH,122024
139452904,212000.0,795.0,95,43,TX,P,SF,122024
139452905,165000.0,626.0,70,26,ME,C,SF,122024
139452906,432000.0,797.0,95,48,OH,P,PU,122024
139452907,216000.0,716.0,96,45,TX,P,SF,122024
139452908,581000.0,749.0,66,41,CA,P,CO,12025
139452909,547000.0,700.0,93,43,UT,P,SF,122024
139452910,708000.0,763.0,80,45,CA,P,SF,122024
139452911,108000.0,758.0,25,50,TX,C,PU,122024
139452912,300000.0,719.0,59,41,IL,R,SF,122024
139452913,504000.0,765.0,80,40,NY,P,SF,12025
139452914,39000.0,709.0,20,38,WI,C,SF,12025
139452915,525000.0,783.0,90,41,CA,P,CO,102024
139452916,309000.0,797.0,85,23,PA,P,SF,122024
139452917,807000.0,805.0,78,34,CO,P,SF,12025
139452918,295000.0,767.0,93,37,WA,P,SF,122024
139452919,695000.0,800.0,80,49,CA,P,SF,12025
139452920,228000.0,704.0,50,32,NY,P,SF,102024
139452921,126000.0,650.0,51,38,TX,C,PU,122024
139452922,177000.0,784.0,97,47,KY,P,SF,122024
139452923,466000.0,807.0,90,44,CA,P,PU,122024
139452924,171000.0,735.0,90,43,MI,P,SF,122024
139452925,142000.0,732.0,54,48,FL,P,SF,122024
139452926,804000.0,784.0,83,44,CA,P,PU,112024
139452927,376000.0,806.0,80,14,IL,P,SF,112024
139452928,427000.0,808.0,90,46,AZ,P,PU,122024
139452929,293000.0,803.0,82,33,NE,R,SF,122024
139452930,337000.0,759.0,97,36,TX,P,PU,122024
139452931,640000.0,781.0,80,47,UT,P,PU,112024
139452932,100000.0,662.0,60,15,NY,C,SF,112024
139452933,466000.0,808.0,95,21,IN,P,PU,122024
139452934,235000.0,730.0,88,29,OK,P,SF,122024
139452935,212000.0,724.0,80,50,AL,P,PU,122024
139452936,55000.0,760.0,24,35,OH,P,SF,92024
139452937,188000.0,776.0,80,38,OH,P,SF,122024
139452938,294000.0,754.0,95,43,TX,P,PU,122024
139452939,257000.0,716.0,90,45,WA,P,SF,122024
139452940,332000.0,627.0,88,43,AZ,P,PU,122024
139452941,398000.0,769.0,90,50,AZ,P,SF,12025
139452942,125000.0,730.0,57,42,KY,C,SF,122024
139452943,443000.0,713.0,95,46,NJ,P,SF,122024
139452944,100000.0,664.0,47,42,AZ,C,SF,122024
139452945,175000.0,803.0,69,45,MO,P,SF,122024
139452946,314000.0,810.0,75,33,NV,P,PU,122024
139452947,164000.0,765.0,87,35,MS,R,SF,122024
139452948,779000.0,765.0,95,44,CA,P,SF,122024
139452949,139000.0,709.0,64,41,IN,C,MH,122024
139452950,273000.0,797.0,80,48,FL,P,PU,122024
139452951,182000.0,680.0,73,41,WI,R,SF,122024
139452952,219000.0,765.0,95,37,OH,P,SF,12025
139452953,232000.0,781.0,80,22,NC,P,CO,12025
139452954,276000.0,785.0,95,34,WI,P,SF,122024
139452955,458000.0,789.0,70,37,CA,P,PU,122024
139452956,200000.0,756.0,71,35,TX,P,PU,112024
139452957,306000.0,702.0,74,50,IN,C,SF,122024
139452958,284000.0,802.0,75,33,DC,P,CO,112024
139452959,289000.0,739.0,74,28,MN,R,SF,122024
139452960,349000.0,775.0,97,44,MI,P,SF,122024
139452961,169000.0,815.0,36,24,MD,R,SF,112024
139452962,265000.0,773.0,37,18,OR,C,SF,122024
139452963,282000.0,815.0,80,21,OR,P,SF,122024
139452964,260000.0,769.0,96,44,SC,P,SF,102024
139452965,803000.0,805.0,75,33,IL,P,SF,112024
139452966,482000.0,792.0,90,42,TX,P,PU,122024
139452967,300000.0,756.0,86,42,TX,R,CO,112024
139452968,480000.0,801.0,63,39,RI,P,SF,122024
139452969,224000.0,768.0,70,49,IN,P,PU,122024
139452970,454000.0,778.0,75,15,NJ,P,SF,12025
139452971,233000.0,794.0,80,47,OH,P,SF,12025
139452972,75000.0,740.0,18,20,KS,C,PU,122024
139452973,324000.0,799.0,74,25,MN,R,CO,122024
139452974,122000.0,645.0,46,42,MN,C,SF,122024
139452975,370000.0,796.0,95,44,NC,P,PU,12025
139452976,170000.0,768.0,95,47,MD,P,SF,122024
139452977,333000.0,762.0,90,49,TX,P,PU,112024
139452978,77000.0,715.0,90,35,TX,P,SF,122024
139452979,72000.0,644.0,24,41,MO,C,SF,102024
139452980,515000.0,719.0,95,49,IL,P,PU,12025
139452981,146000.0,791.0,23,30,CA,C,SF,122024
139452982,606000.0,757.0,90,46,VA,P,PU,122024
139452983,793000.0,784.0,95,48,CO,P,SF,122024
139452984,384000.0,785.0,80,45,TX,P,PU,122024
139452985,238000.0,801.0,95,43,NY,P,SF,112024
139452986,257000.0,771.0,97,43,OH,P,CO,112024
139452987,795000.0,768.0,94,50,CA,P,CO,122024
139452988,386000.0,794.0,75,44,WA,P,PU,122024
139452989,350000.0,714.0,77,45,OK,P,PU,122024
139452990,383000.0,715.0,90,46,TX,P,SF,122024
139452991,788000.0,782.0,75,33,GA,P,SF,122024
139452992,340000.0,766.0,78,45,SC,P,PU,122024
139452993,100000.0,821.0,20,43,NJ,C,SF,122024
139452994,553000.0,663.0,97,33,TX,P,PU,122024
139452995,335000.0,776.0,42,50,NY,P,CO,112024
139452996,328000.0,799.0,97,50,FL,P,PU,82024
139452997,924000.0,810.0,47,48,CA,C,SF,112024
139452998,380000.0,749.0,95,48,PA,P,SF,122024
139452999,227000.0,716.0,80,40,FL,P,SF,112024
139453000,173000.0,737.0,95,31,IN,P,SF,12025
139453001,125000.0,682.0,20,20,TX,C,PU,122024
139453002,184000.0,813.0,51,28,WI,P,SF,122024
139453003,261000.0,762.0,90,42,MO,R,SF,122024
139453004,411000.0,783.0,95,32,FL,P,PU,122024
139453005,698000.0,766.0,95,34,TX,P,SF,122024
139453006,592000.0,802.0,80,34,CA,P,CO,122024
139453007,416000.0,780.0,75,39,NV,P,SF,122024
139453008,95000.0,801.0,43,34,WI,R,SF,102024
139453009,368000.0,801.0,80,46,NJ,P,SF,12025
139453010,713000.0,795.0,72,26,VA,R,PU,122024
139453011,550000.0,682.0,74,37,NJ,P,PU,12025
139453012,533000.0,720.0,97,38,GA,P,PU,122024
139453013,352000.0,763.0,80,38,FL,P,PU,112024
139453014,230000.0,749.0,83,38,TN,P,SF,12025
139453015,200000.0,709.0,80,41,NY,P,SF,12025
139453016,332000.0,787.0,88,27,OH,R,SF,12025
139453017,388000.0,798.0,80,47,FL,P,PU,112024
139453018,329000.0,780.0,40,36,WA,R,PU,122024
139453019,80000.0,678.0,22,41,NC,C,SF,102024
139453020,608000.0,794.0,95,44,AZ,P,PU,122024
139453021,588000.0,765.0,80,46,TN,P,PU,122024
139453022,451000.0,776.0,97,41,MD,P,PU,122024
139453023,578000.0,819.0,75,35,NV,P,PU,122024
139453024,329000.0,753.0,69,48,DE,P,PU,122024
139453025,190000.0,764.0,95,31,LA,P,PU,122024
139453026,540000.0,768.0,79,44,MA,C,SF,122024
139453027,75000.0,769.0,40,39,AL,C,SF,122024
139453028,304000.0,812.0,95,42,IL,P,PU,12025
139453029,293000.0,746.0,90,44,WI,P,SF,12025
139453030,270000.0,785.0,95,27,MI,P,SF,122024
139453031,313000.0,772.0,52,50,TX,P,MH,122024
139453032,590000.0,789.0,75,22,CA,P,SF,122024
139453033,500000.0,740.0,56,39,MA,P,CO,112024
139453034,368000.0,748.0,70,36,ME,P,SF,112024
139453035,532000.0,782.0,80,37,NY,P,SF,122024
139453036,164000.0,676.0,80,49,TX,P,CO,122024
139453037,184000.0,741.0,80,38,WI,P,SF,102024
139453038,457000.0,793.0,95,49,CA,P,SF,12025
139453039,350000.0,726.0,95,46,NY,P,PU,12025
139453040,368000.0,698.0,80,45,AL,P,SF,122024
139453041,203000.0,765.0,90,23,LA,P,SF,122024
139453042,456000.0,776.0,95,44,NH,P,CO,122024
139453043,210000.0,816.0,66,38,AZ,P,SF,122024
139453044,523000.0,783.0,70,16,VA,C,PU,12025
139453045,438000.0,705.0,70,45,CA,C,PU,122024
139453046,294000.0,801.0,95,34,IL,P,PU,122024
139453047,175000.0,778.0,47,24,WI,P,SF,12025
139453048,710000.0,641.0,60,47,CA,C,SF,122024
139453049,313000.0,803.0,73,49,AZ,P,CO,102024
139453050,325000.0,749.0,97,44,SC,P,PU,112024
139453051,170000.0,769.0,57,33,NJ,P,SF,112024
139453052,182000.0,785.0,80,36,MD,P,CO,122024
139453053,440000.0,788.0,90,34,NJ,P,SF,112024
139453054,324000.0,808.0,71,31,AZ,P,SF,12025
139453055,298000.0,797.0,60,32,TN,P,PU,12025
139453056,108000.0,777.0,80,39,MN,P,SF,12025
139453057,151000.0,765.0,87,33,KY,R,SF,122024
139453058,440000.0,773.0,80,36,NC,P,SF,12025
139453059,450000.0,798.0,90,41,PA,P,SF,122024
139453060,88000.0,692.0,90,44,IA,P,SF,122024
139453061,367000.0,814.0,53,20,CA,R,CO,12025
139453062,803000.0,790.0,95,32,MN,P,SF,112024
139453063,355000.0,710.0,74,35,IL,C,SF,122024
139453064,200000.0,726.0,71,36,FL,P,SF,122024
139453065,354000.0,757.0,45,34,DC,C,SF,122024
139453066,531000.0,765.0,90,29,TX,P,PU,122024
139453067,184000.0,749.0,75,45,OH,P,SF,12025
139453068,209000.0,776.0,34,47,MN,C,SF,112024
139453069,232000.0,732.0,75,16,NC,R,CO,12025
139453070,237000.0,809.0,70,45,TX,P,PU,122024
139453071,169000.0,756.0,75,48,PR,P,CO,12025
139453072,228000.0,799.0,70,40,WA,P,SF,12025
139453073,282000.0,818.0,80,48,NJ,P,PU,122024
139453074,199000.0,751.0,57,33,IL,R,SF,12025
139453075,145000.0,673.0,58,20,PA,P,PU,102024
139453076,154000.0,742.0,97,35,NE,P,SF,122024
139453077,219000.0,726.0,60,41,MN,C,SF,122024
139453078,270000.0,703.0,53,28,MN,R,SF,102024
139453079,804000.0,796.0,85,46,GA,P,PU,122024
139453080,380000.0,769.0,95,47,FL,P,SF,122024
139453081,480000.0,790.0,85,42,TN,P,PU,12025
139453082,90000.0,773.0,45,30,TX,R,SF,122024
139453083,214000.0,770.0,95,43,AR,P,PU,122024
139453084,148000.0,796.0,80,37,TX,P,SF,122024
139453085,299000.0,800.0,85,36,GA,P,SF,122024
139453086,200000.0,678.0,58,41,TN,C,SF,122024
139453087,223000.0,728.0,97,44,MN,P,PU,122024
139453088,110000.0,647.0,95,24,MI,P,SF,122024
139453089,338000.0,687.0,75,50,PA,P,SF,122024
139453090,216000.0,749.0,90,42,PA,P,SF,122024
139453091,797000.0,810.0,90,45,VA,P,SF,112024
139453092,602000.0,756.0,70,46,CA,R,SF,122024
139453093,295000.0,795.0,75,42,WA,C,SF,122024
139453094,280000.0,784.0,80,29,CA,P,SF,122024
139453095,174000.0,792.0,47,12,SC,P,PU,122024
139453096,258000.0,805.0,90,23,PA,P,SF,112024
139453097,291000.0,721.0,97,49,GA,P,SF,122024
139453098,169000.0,712.0,75,45,TX,P,SF,122024
139453099,70000.0,673.0,32,48,TX,P,SF,122024
139453100,397000.0,764.0,95,49,TX,P,PU,122024
139453101,398000.0,804.0,80,47,FL,P,PU,122024
139453102,807000.0,797.0,58,23,ME,R,SF,122024
139453103,279000.0,727.0,90,42,FL,P,PU,122024
139453104,576000.0,817.0,80,45,ME,P,SF,122024
139453105,75000.0,639.0,25,35,MD,C,SF,122024
139453106,159000.0,812.0,26,27,OH,P,PU,122024
139453107,98000.0,675.0,50,49,WI,C,SF,122024
139453108,215000.0,805.0,27,44,NC,R,PU,122024
139453109,320000.0,787.0,75,35,NC,P,PU,122024
139453110,540000.0,790.0,90,33,MN,P,SF,112024
139453111,160000.0,805.0,85,33,OH,P,CO,12025
139453112,800000.0,783.0,73,43,UT,P,SF,12025
139453113,561000.0,747.0,90,33,OH,P,PU,12025
139453114,693000.0,756.0,90,47,OR,P,PU,102024
139453115,652000.0,801.0,80,25,AZ,P,PU,122024
139453116,270000.0,769.0,71,33,TN,P,CO,102024
139453117,60000.0,811.0,20,16,TX,C,SF,122024
139453118,518000.0,784.0,92,42,NC,P,PU,122024
139453119,200000.0,783.0,58,49,UT,P,SF,12025
139453120,638000.0,778.0,75,33,IL,R,CO,122024
139453121,72000.0,,54,31,IL,P,SF,112024
139453122,319000.0,793.0,36,48,CA,R,SF,122024
139453123,377000.0,765.0,60,38,CO,R,SF,122024
139453124,99000.0,731.0,80,33,IL,R,SF,12025
139453125,77000.0,816.0,90,49,CA,P,SF,102024
139453126,545000.0,794.0,94,47,TX,P,PU,12025
139453127,307000.0,801.0,69,36,TN,P,SF,12025
139453128,204000.0,776.0,59,37,MN,C,SF,122024
139453129,80000.0,796.0,30,35,PA,C,SF,12025
139453130,111000.0,724.0,95,41,OH,P,SF,122024
139453131,564000.0,790.0,60,37,CA,C,SF,122024
139453132,140000.0,623.0,42,43,FL,P,PU,122024
139453133,248000.0,764.0,95,45,OH,P,SF,12025
139453134,300000.0,731.0,89,37,SD,P,SF,12025
139453135,432000.0,715.0,95,43,CO,P,SF,122024
139453136,293000.0,767.0,90,47,NM,P,SF,122024
139453137,381000.0,807.0,60,43,PA,P,PU,122024
139453138,408000.0,703.0,95,47,GA,P,PU,122024
139453139,291000.0,802.0,97,49,IL,P,SF,122024
139453140,200000.0,655.0,55,29,MD,C,SF,122024
139453141,646000.0,782.0,80,30,PA,R,PU,122024
139453142,378000.0,741.0,97,48,CA,P,SF,112024
139453143,795000.0,645.0,53,28,ID,P,PU,102024
139453144,600000.0,793.0,42,39,PA,P,PU,12025
139453145,89000.0,798.0,75,22,MO,C,SF,12025
139453146,80000.0,690.0,24,37,AZ,C,SF,112024
139453147,125000.0,754.0,75,9,NC,P,SF,102024
139453148,277000.0,739.0,95,38,TX,P,PU,122024
139453149,328000.0,736.0,63,49,SC,P,PU,112024
139453150,277000.0,804.0,63,48,CA,R,SF,12025
139453151,320000.0,720.0,45,47,NY,P,SF,12025
139453152,451000.0,808.0,75,33,TN,P,SF,122024
139453153,356000.0,795.0,80,36,NY,P,SF,12025
139453154,300000.0,693.0,70,47,MD,C,PU,112024
139453155,211000.0,797.0,95,25,FL,P,SF,122024
139453156,230000.0,768.0,72,44,MN,P,SF,122024
139453157,227000.0,803.0,80,43,OK,P,SF,122024
139453158,300000.0,721.0,41,45,IL,C,SF,112024
139453159,189000.0,813.0,48,45,OH,P,SF,112024
139453160,792000.0,794.0,80,38,IL,P,PU,102024
139453161,290000.0,814.0,50,18,IN,P,SF,122024
139453162,600000.0,782.0,80,45,CA,P,SF,12025
139453163,513000.0,730.0,95,38,NV,P,PU,122024
139453164,518000.0,726.0,90,28,PA,P,PU,122024
139453165,349000.0,781.0,97,45,OR,P,SF,122024
139453166,360000.0,796.0,88,48,NC,P,PU,12025
139453167,310000.0,804.0,61,35,CO,P,PU,122024
139453168,520000.0,792.0,80,28,VA,P,SF,102024
139453169,105000.0,773.0,52,22,OH,P,SF,122024
139453170,314000.0,749.0,95,37,AL,P,SF,112024
139453171,352000.0,738.0,72,45,VA,P,SF,12025
139453172,340000.0,753.0,85,37,GA,P,PU,122024
139453173,108000.0,725.0,50,42,IL,P,SF,112024
139453174,351000.0,798.0,90,47,MN,P,SF,12025
139453175,437000.0,804.0,90,41,AZ,P,PU,122024
139453176,764000.0,709.0,80,49,CA,P,PU,122024
139453177,218000.0,798.0,32,43,AZ,C,PU,112024
139453178,248000.0,816.0,63,13,MN,R,SF,12025
139453179,257000.0,690.0,95,41,IN,P,SF,12025
139453180,871000.0,793.0,45,47,CA,R,SF,12025
139453181,225000.0,804.0,58,45,WI,C,SF,12025
139453182,250000.0,753.0,51,48,NE,P,PU,12025
139453183,210000.0,758.0,96,49,PA,P,SF,122024
139453184,450000.0,792.0,60,45,FL,C,PU,12025
139453185,231000.0,748.0,67,44,MI,R,SF,122024
139453186,640000.0,807.0,84,43,CA,P,SF,102024
139453187,231000.0,782.0,95,36,SC,P,SF,122024
139453188,284000.0,754.0,90,43,VA,P,PU,12025
139453189,443000.0,758.0,68,46,VA,R,SF,122024
139453190,798000.0,708.0,80,39,AL,P,PU,102024
139453191,394000.0,714.0,83,39,CA,P,CO,112024
139453192,672000.0,770.0,85,49,CT,P,SF,12025
139453193,144000.0,793.0,75,44,TX,P,PU,122024
139453194,100000.0,823.0,67,50,TX,P,SF,12025
139453195,142000.0,780.0,37,14,TN,R,SF,122024
139453196,267000.0,736.0,97,50,GA,P,SF,112024
139453197,254000.0,719.0,85,33,AZ,P,PU,122024
139453198,204000.0,750.0,80,43,IN,P,SF,112024
139453199,390000.0,802.0,57,44,AL,P,PU,112024
139453200,265000.0,767.0,66,41,ME,P,SF,122024
139453201,451000.0,788.0,95,44,FL,P,SF,12025
139453202,272000.0,773.0,80,25,GA,P,PU,122024
139453203,350000.0,721.0,48,32,MO,C,SF,122024
139453204,519000.0,779.0,90,44,NC,P,PU,102024
139453205,281000.0,800.0,62,15,CO,R,MH,122024
139453206,50000.0,734.0,90,49,MI,P,SF,122024
139453207,297000.0,802.0,95,41,MI,P,CO,12025
139453208,120000.0,682.0,60,18,MI,C,SF,122024
139453209,806000.0,797.0,82,45,CA,P,SF,12025
139453210,428000.0,768.0,95,42,MN,P,SF,122024
139453211,453000.0,781.0,80,45,MA,R,SF,122024
139453212,252000.0,724.0,97,47,NM,P,SF,122024
139453213,160000.0,715.0,97,47,NE,P,SF,122024
139453214,219000.0,722.0,97,27,IA,P,SF,12025
139453215,429000.0,682.0,80,18,AZ,P,SF,122024
139453216,160000.0,692.0,97,44,LA,P,SF,122024
139453217,213000.0,802.0,97,43,IL,P,CO,112024
139453218,460000.0,806.0,83,44,SC,P,PU,122024
139453219,512000.0,700.0,75,48,CA,C,PU,122024
139453220,651000.0,775.0,95,43,VA,P,SF,12025
139453221,497000.0,797.0,80,40,MA,P,SF,122024
139453222,379000.0,752.0,89,50,KY,P,PU,112024
139453223,450000.0,810.0,90,32,NV,P,PU,102024
139453224,400000.0,806.0,90,49,FL,P,SF,122024
139453225,165000.0,680.0,92,50,MO,P,SF,112024
139453226,501000.0,796.0,70,44,NC,P,PU,122024
139453227,216000.0,729.0,79,31,WA,C,SF,122024
139453228,95000.0,786.0,29,20,MN,C,SF,122024
139453229,138000.0,745.0,96,42,IL,P,SF,102024
139453230,71000.0,723.0,14,36,FL,C,SF,122024
139453231,203000.0,655.0,54,49,WA,P,SF,122024
139453232,608000.0,773.0,80,48,PA,P,SF,12025
139453233,360000.0,781.0,90,40,FL,P,PU,122024
139453234,160000.0,726.0,80,31,FL,P,PU,122024
139453235,310000.0,744.0,61,50,MI,C,CO,122024
139453236,213000.0,762.0,60,39,VA,P,CO,112024
139453237,170000.0,812.0,62,28,MN,R,SF,122024
139453238,140000.0,814.0,35,21,TX,P,PU,122024
139453239,406000.0,754.0,70,29,AZ,P,PU,12025
139453240,300000.0,780.0,44,42,UT,P,SF,12025
139453241,491000.0,799.0,90,50,CA,P,CO,122024
139453242,75000.0,776.0,15,42,FL,P,PU,112024
139453243,85000.0,667.0,44,49,MO,C,SF,12025
139453244,301000.0,750.0,95,44,OH,P,SF,102024
139453245,222000.0,721.0,97,49,IN,P,SF,112024
139453246,155000.0,801.0,37,45,FL,P,PU,112024
139453247,350000.0,729.0,93,29,IN,P,PU,122024
139453248,416000.0,771.0,80,35,IL,P,PU,122024
139453249,90000.0,790.0,5,41,CA,C,SF,122024
139453250,280000.0,771.0,95,34,MI,P,SF,12025
139453251,210000.0,799.0,63,36,ID,P,PU,122024
139453252,206000.0,809.0,41,48,WI,P,SF,102024
139453253,227000.0,784.0,95,47,TN,P,SF,12025
139453254,307000.0,765.0,76,47,NY,P,SF,12025
139453255,492000.0,790.0,90,26,FL,P,SF,122024
139453256,75000.0,753.0,38,34,FL,C,CO,112024
139453257,213000.0,755.0,97,50,ID,P,SF,122024
139453258,257000.0,724.0,80,34,TX,P,PU,12025
139453259,198000.0,770.0,90,39,FL,P,PU,122024
139453260,680000.0,773.0,85,50,CA,P,PU,12025
139453261,321000.0,806.0,94,45,TN,R,PU,122024
139453262,314000.0,790.0,87,40,TX,P,SF,12025
139453263,254000.0,745.0,75,39,FL,P,SF,12025
139453264,385000.0,795.0,80,49,IL,P,PU,12025
139453265,439000.0,809.0,80,29,CA,P,SF,112024
139453266,620000.0,766.0,80,48,TX,P,PU,122024
